Question,answer,A,B,C,D,E
"成人烧伤总面积在60%～65%,属于",D,轻度烧伤,中度烧伤,重度烧伤,特重烧伤,严重烧伤
主要含神经毒的毒蛇是,E,竹叶青蛇,尖吻蝮蛇,眼镜王蛇,烙铁头蛇,银环蛇
主要含混合毒的毒蛇是,C,竹叶青蛇,尖吻蝮蛇,眼镜王蛇,烙铁头蛇,银环蛇
局部症状明显，全身中毒症状、体征典型者，应诊为,B,轻度蛇伤,中度蛇伤,重度蛇伤,特重蛇伤,危型蛇伤
局部症状明显，全身中毒症状或体征严重典型者，应诊为,C,轻度蛇伤,中度蛇伤,重度蛇伤,特重蛇伤,危型蛇伤
蛇伤在头项部，无典型的全身中毒症状，局部症状严重且发展迅速，应诊为,C,轻度蛇伤,中度蛇伤,重度蛇伤,特重蛇伤,危型蛇伤
破伤风产生的溶血毒素对人体的损害是,C,肾功能衰竭,肌肉痉挛,组织局部坏死和心肌损伤,伤口流血不止,神经麻痹
破伤风产生的痉挛毒素对人体的影响是,B,肾功能衰竭,肌肉痉挛,组织局部坏死和心肌损伤,伤口流血不止,神经麻痹
患者高热，剧烈头痛，喷射性呕吐，并出现颈项强直，角弓反张，应考虑为,A,化脓性脑膜炎,癫痫,下颌关节炎,破伤风,狂犬病
患者外伤2周后，出现全身肌肉强直性痉挛和阵发性抽搐，应考虑为,D,化脓性脑膜炎,癫痫,下颌关节炎,破伤风,狂犬病
阑尾周围脓肿检查时可见,E,尿液中有大量红细胞,贫血,腹腔(膈下)有游离气体,右侧盆腔有囊性肿物,右下腹压痛性包块
胃、十二指肠溃疡穿孔检查时可见,C,尿液中有大量红细胞,贫血,腹腔(膈下)有游离气体,右侧盆腔有囊性肿物,右下腹压痛性包块
右侧输尿管结石检查时可见,A,尿液中有大量红细胞,贫血,腹腔(膈下)有游离气体,右侧盆腔有囊性肿物,右下腹压痛性包块
治疗肠痈湿热证的代表方剂是,D,仙方活命饮加减,黄连解毒汤合五味消毒饮加减,大黄牡丹汤加减,复方大柴胡汤加减,大黄牡丹汤合透脓散加减
治疗肠痈热毒证的代表方剂是,E,仙方活命饮加减,黄连解毒汤合五味消毒饮加减,大黄牡丹汤加减,复方大柴胡汤加减,大黄牡丹汤合透脓散加减
冻疮轻证痊愈时间一般为,A,10天左右,14天左右,15～20天,1～2个月,以上都不是
冻疮重证痊愈时间一般为,D,10天左右,14天左右,15～20天,1～2个月,以上都不是
西医治疗Ⅱ度冻疮的措施是,E,人工呼吸,输液、吸氧,抗休克,肌注破伤风抗毒素,以上都不是
西医治疗Ⅲ度冻疮的措施是,D,人工呼吸,输液、吸氧,抗休克,肌注破伤风抗毒素,以上都不是
儿童双上肢的烧伤面积为,A,2×9%=18%,5×9%+1%=46%,[9+(12-年龄)]%,[46-(12-年龄)]%,以上都不是
儿童头面和颈部的烧伤面积为,C,2×9%=18%,5×9%+1%=46%,[9+(12-年龄)]%,[46-(12-年龄)]%,以上都不是
烧伤火毒伤津证可采用的内服方剂为,B,益胃汤,银花甘草汤,托里消毒散,四逆汤,以上都不是
烧伤气血两虚证可采用的内服方剂为,C,益胃汤,银花甘草汤,托里消毒散,四逆汤,以上都不是
神经毒主要对人体的损害是,D,损害心肌细胞的结构和功能,引起广泛性血液外渗,导致局部组织肿胀、坏死,产生肌肉运动障碍,以上都不是
三磷酸腺苷酶对人体的主要损害是,E,损害心肌细胞的结构和功能,引起广泛性血液外渗,导致局部组织肿胀、坏死,产生肌肉运动障碍,以上都不是
肾衰早期可采用,A,麻黄连翘赤小豆汤,清营汤,五苓散,三拗汤,以上都不是
呼吸衰竭患者兴奋膈肌可采用,D,麻黄连翘赤小豆汤,清营汤,五苓散,三拗汤,以上都不是
破伤风风毒在表证宜选用的方剂是,D,牵正散,木萸散,沙参麦冬汤,玉真散合五虎追风散,以上都不是
破伤风风毒入里证宜选用的方剂是,B,牵正散,木萸散,沙参麦冬汤,玉真散合五虎追风散,以上都不是
伤后24小时内，为预防破伤风，常规选用的方法是,C,伤口周围注射破伤风抗毒素,静脉滴注破伤风抗毒素,肌肉注射破伤风抗毒素,皮下注射破伤风类毒素,以上都不是
为了中和体内破伤风的游离毒素，常选用的方法是,B,伤口周围注射破伤风抗毒素,静脉滴注破伤风抗毒素,肌肉注射破伤风抗毒素,皮下注射破伤风类毒素,以上都不是
为了使人获得自动免疫来预防破伤风，常选用的方法是,D,伤口周围注射破伤风抗毒素,静脉滴注破伤风抗毒素,肌肉注射破伤风抗毒素,皮下注射破伤风类毒素,以上都不是
可采用腹腔镜行阑尾切除的阑尾炎类型是,A,急性单纯性阑尾炎,坏疽性阑尾炎,阑尾穿孔并发弥漫性腹膜炎伴肠麻痹,阑尾周围脓肿,以上都不是
治疗时需要行胃肠减压的阑尾炎类型是,C,急性单纯性阑尾炎,坏疽性阑尾炎,阑尾穿孔并发弥漫性腹膜炎伴肠麻痹,阑尾周围脓肿,以上都不是
冻疮病名始见于,D,晋代,隋代,东汉,周代,殷商
我国现存最早的外科专著是,E,《疮疡经验全书》,《外科精义》,《外科精要》,《五十二病方》,《刘涓子鬼遗方》
我国首次把26部脉象变化与外科临床紧密结合的代表著作是,C,危亦林 ·《世医得效方》,陈自明 ·《外科精要》,齐德之 ·《外科精义》,朱震亨 ·《外科精要发挥》,薛己 ·《外科发挥》
用全身麻醉剂进行外科剖腹手术的首创者是,B,淳于意,华佗,陈实功,扁鹊,葛洪
烂疗是以,D,部位命名的,病因命名的,形态命名的,疾病特性命名的,传染性命名的
疖、痈、发是以什么命名的,E,疾病特性,病势缓急,症状,形态,范围大小
疮疡由多种原因引起，但主要是由于,C,湿热之邪,气郁、火郁,火毒、热毒,风温、风热,外感、邪毒
关于外科疾病致病因素下列哪项是错误的,D,外感六淫,劳伤虚损，外来伤害,饮食不节，情志内伤,气血瘀滞，经络阻塞,感受特殊之毒
气血病变与外科疾病的发病机理关系密切，下列哪项是错误的,B,外科疾病发生与否与气血盛衰关系密切,气血虚，疮疡容易起发、易溃、易敛,气血的盛衰与外科病的预后有密切关系,局部气血凝滞，是外科疾病发生的主要病机之一,气血充足，疮疡易生肌长肉，迅速愈合
以下辨别疮疡阴证阳证的主要根据，下列哪一项是错误的,E,患部皮肤颜色红活与否,肿胀形势高起还是下陷,局部温度灼热与否,病发于皮肉还是筋骨,脓液有无
痰肿的特点是,C,皮紧内软，按之凹陷，复手即起,肿势高突，根盘收束,肿势软如棉，或硬如馒,皮肉重垂胀急，深按凹陷，如烂棉不起,肿势平坦，根盘散漫
按疼痛辨证如觉痛无休止，如鸡啄状者属,C,热,寒,脓,湿,风
常走窜无定，遍身作痒，抓破血溢，随破随收，不致化腐等证候的病因是,C,热胜作痒,血虚作痒,风胜作痒,虫淫作痒,湿胜作痒
深部脓肿既需要辨别有脓无脓，又需采集脓液标本，最宜采用,C,按触法,透光辨脓法,穿刺辨脓法,点压辨脓法,以上均不是
外科疾病内治三个总的治疗原则是,D,清、消、通,消、通、补,温、通、下,消、托、补,宣、清、温
外科内治法的具体治法哪些不正确?,B,补益、养胃,消肿、提脓、生肌,行气、和营、内托,解表、清热、通里,温通、祛痰、理湿
肿疡溃后脓水量少而稀，肿块坚硬不消，身热乏力，面色少华，脉数无力，治宜,D,内托法,补托法,透脓法,补法,养胃法
下列病症，哪项不是火针烙法的禁忌证,D,血瘤、岩肿,手、足筋骨关节处肿疡,胸肋、腰、腹处肿疡,附骨疽等肉厚脓液深蓄的阴证,头面部脓肿
外科外治法一般分为,C,膏药法、提脓法、生肌法,敷药法、洗涤法、手术法,药物疗法、手术疗法、其他疗法,膏药、箍围药、掺药法,腐蚀、生肌法
发于皮肉之间的急性化脓性疾患，局部红肿热痛，范围在6～9cm左右，诊断为,C,疖,疗,痈,有头疽,附骨疽
有头疽最典型的特征是,B,"胀势范围超过10cm, 甚至大逾盈尺",初起有粟粒状脓头，溃后腐烂如蜂窝,发于项、背者内陷变证多,皮损好发于项、背部,多见于中老年及消渴患者
疗疮走黄原因以下哪一项不考虑,E,早期失治,挤压碰伤疗疮,过早切开引流,艾灸疗疮,治疗不彻底，余毒未清
新生儿丹毒称为,D,抱头火丹,流火,内发丹毒,赤游丹,腿游风
一哺乳期患者，发现右乳房外上象限有一直径5cm大的肿块，疼痛已2天，应诊断为,B,乳癖,乳痈,乳岩,乳疬,乳痨
中年妇女乳房肿块界限不清，经期乳房胀痛，应首先考虑,C,乳岩,乳痨,乳癖,乳疬,乳疽
红斑狼疮若有眼睑、下肢浮肿，胸胁胀满，面色无华；腰膝酸软，面热肢冷，口干；舌淡胖，苔少，脉沉细，属,C,热毒炽盛证,阴虚火旺证,脾肾阳虚证,脾虚肝旺证,气滞血瘀证
以下哪一项为白疟的皮损特点?,C,红斑边界不清，鳞屑多呈油腻状,椭圆形红斑，上覆较薄细碎鳞屑，长轴与皮纹走向一致,红斑上银白色鳞屑，有薄膜及露水样出血点,与毛囊一致的角化性红丘疹及播散性淡红色鳞屑性斑片,色素减退性的圆形或椭圆形的斑片
一男性患者，60岁，排便时出血少，肛门有脱出物，如李子大，表面色紫，微带白色，需用手推挤方能还纳，病已10余年，近2年才渐见加重。应诊断为,D,二期内痔,直肠脱垂,直肠息肉,三期内痔,直肠癌
患者60岁，男性，夜尿渐增，尿线无力，排尿时不能立即排出，甚至发生急性尿潴留现象。首先应考虑,C,肾结核,输尿管结石,前列腺增生症,慢性前列腺炎,膀胱结石
对重度烧伤的估计，下列哪项是错误的,B,总面积在31%～50%,总面积超过50%,三度烧伤面积在11%～20%,面积在31%以下，但合并其他严重创伤,小儿三度烧伤面积在5%～10%
第一部记载用海藻治疗瘿病的医学专著是,C,《刘涓子鬼遗方》,《千金要方》,《肘后备急方》,《外科精义》,《疡科心得集》
阳证疮疡，下列哪种外用药不宜使用,D,金黄膏,玉露膏,太乙膏,冲和膏,千锤膏
下列哪种疗疮容易损伤筋骨,E,烂疗,红丝疗,颜面疗,疫疗,手足疗
热盛作痒的主要症状是,,游走不定，遍体作痒,浸淫四窜，黄水淋漓,奇痒难忍，容易传染,皮肤掀热作痒,阵发作痒，皮肤干燥脱屑
三陷证是指,D,内陷，火陷，虚陷,干陷，内陷，火陷,内陷，干陷，虚陷,火陷，干陷，虚陷,以上都不对
瘿的病位在,A,颈前结喉两侧,下颌部,锁骨上窝处,腮腺前,以上都不是
内痔三期区分的主要依据是,B,便血,脱出,疼痛,坠胀感,以上都不是
疼痛对下列哪种疾病的诊断有特异性,E,湿疹,银屑病,荨麻疹,药物性皮炎,以上都不是
臀部肿块，浮浅在皮肤，瘤体柔软，按之可瘪，纵之又起，称为,A,气瘤,肉瘤,脂瘤,骨瘤,血瘤
臀部肿块，软似棉，肿似馒，皮色不变，不紧不宽，推之可动，称为,B,气瘤,肉瘤,脂瘤,骨瘤,血瘤
乳痨的好发年龄为,B,40～60岁,20～40岁,20～25岁,20～45岁,35～40岁
乳岩的好发年龄为,A,40～60岁,20～40岁,20～25岁,20～45岁,35～40岁
判断浅部脓疡的依据是,A,高突坚硬，轻按则痛,中央凸起，皮厚淡红,散漫坚硬，重按方痛,隐隐软陷，皮薄炊红,以上都不是
判断深部脓疡的依据是,C,高突坚硬，轻按则痛,中央凸起，皮厚淡红,散漫坚硬，重按方痛,隐隐软陷，皮薄炊红,以上都不是
以上表现属原发性皮损的是,A,疱疹,瘙痒,渗液,糜烂,以上都不是
以上表现属血瘀所致的是,E,疱疹,瘙痒,渗液,糜烂,以上都不是
《疡科心得集》的作者是,B,顾世澄,高锦庭,汪机,陈实功,王维德
专述药膏外治法的著作是,C,《疡医大全》,《徽疮秘录》,《理瀹骈文》,《疡科纲要》,《外科正宗》
中医外科疾病的辨证，首先必须辨清,B,寒热,阴阳,肿痛,虚实,表里
辨“五善七恶”时，表现为“神志昏糊，心烦舌燥，疮色紫黑，言语呢喃”者属,A,心恶,肺恶,肾恶,赃腑败坏,肝恶
内托法的代表方剂为,A,透脓散,八珍汤,六味地黄丸,五味消毒饮,补中益气汤
外用药“八二丹”属,C,消散药,箍围药,掺药,膏药,油膏
外科阳证外敷箍围药，常用何种液体来调制,C,醋,蜂蜜,银花露,酒,以上都不是
具有生肌收口作用的掺药有,B,八二丹,八宝丹,桃花散,七三丹,金黄散
下列何种外治方法不属于手术疗法,C,砭镰法,切开法,引流法,结扎法,挂线法
附骨疽多发生于,B,关节,四肢长骨,扁骨,肌肉,以上都不是
锁喉痈、臀痈均属于中医外科中的,B,疖,发,痈,疽,疗
手足部疗疮病重者要警惕其,C,内陷,透膜,损筋蚀骨,癌变,以上都不是
有头疽患者若伴有消渴病，最易出现,B,走黄,内陷,透膜,畸形,癌变
乳核相当于现代医学所称的,A,乳腺纤维腺瘤,乳腺增生病,乳腺结核,乳房异常发育症,乳癌
气瘿肝郁气滞证治疗主方为,B,海藻玉壶汤,四海舒郁丸,逍遥散,柴胡疏肝散,四物汤
破伤风典型发作症状是肌肉强直性痉挛和,C,角弓反张,牙关紧闭,阵发性抽搐,颈项强直,以上都不是
在廉疮的治疗中，缠缚疗法的作用是,D,固定敷料,保温,对创面加压,改善静脉血液回流,以上都不是
股肿病久，伴肢肿不消，沉重麻木，倦怠乏力等，常辨证为,B,气滞血瘀,气虚湿阻,寒湿瘀滞,湿热下注,血脉瘀阻
临床表现为球状结块，边界清楚，基底可以推动，与表皮粘连，表面常有黑头者，应考虑为,C,纤维瘤,肉瘤,脂瘤,气瘤,血瘤
乳癖常见辨证分型中，除肝郁痰凝证外还有,B,肾阴不足证,冲任失调证,气滞血瘀证,肝气郁结证,肾阳不足证
乳房疾病的最佳检查时间为,D,任何时间,月经来潮前,月经期,月经后1周内,以上都不是
有头疽的局部表现常分4候，每候的时间约为,C,20天,10天,7天,5天,12天
以下哪项是皮肤病的病因,A,风、湿、热,肝胆火旺,心阳不足,火、寒、湿,肝肾阴虚
下列哪项为原发性皮疹,A,斑疹,鳞屑,糜烂,瘢痕,痂
下列哪项是继发性皮疹,B,丘疹,结痂,疱疹,风团,结节
大多数皮肤病的自觉症状主要是,C,丘疹,红肿,瘙痒,麻木,溃疡
急性渗出较多的皮肤病外用药剂型主要有,A,溶液,粉剂,洗剂,软膏,油剂
热疮的病因主要是,D,阴虚,内热,湿热,风热,风湿
外痔的主要临床表现为,D,出血、疼痛,出血、分泌物,便秘、出血,异物感、不出血,以上都不是
锁肛痔患者直肠指检时发现肿块，大致1/2环，初步判断其发病时间约为,B,6个月,12个月,18个月,24个月,3个月
瘿的发病部位是,E,颈部,颈项,喉咙,项背,颈前结喉两侧
中医的“瘿”相当于西医的,C,颈部肿瘤,颈部淋巴结肿大,甲状腺疾病,甲亢,以上都不是
以下瘿病在古籍中没有记载的是,D,气瘿,肉瘿,石瘿,瘿痈,血瘿
颈前部位属何脉所主,B,冲脉,任脉,督脉,肝经,以上都不是
以下哪项不是瘿病的病机,D,气滞,血瘀,痰凝,血虚风燥,痰火郁结
以下哪种不是治疗瘿病的含碘植物药,E,海带,黄药子,海藻,昆布,羊靥
以下哪种药物含有甲状腺素,A,羊靥,生牡蛎,海带,海藻,黄药子
瘤的特点没有下列哪一项,C,局限性肿块,生于体表,局部漫肿,发展缓慢,以上都不是
中医所说的瘤相当于西医的,C,体表肿物,恶性肿瘤,体表良性肿瘤,体内肿瘤,内脏肿瘤
筋瘤的“筋”是指,B,肌腱,浅表静脉,筋膜,腱膜,经络
理气解郁法治疗瘿病的代表方剂是,E,海藻玉壶汤,右归饮,桃红四物汤,柴胡清肝汤,逍遥散
