耳聋百节皆纵的病机是,C,太阳之脉终绝,太阴之脉终绝,少阳之脉终绝,少阴之脉终绝,
腹胀闭不得息、善噫的病机是,B,太阳之脉终绝,太阴之脉终绝,少阳之脉终绝,少阴之脉终绝,
面黑齿长而垢，上下不通的病机 是,B,太阳之脉终绝,少阴之脉终绝,少阳之脉终绝,厥阴之脉终绝,
中热嗌干，善溺心烦，舌卷卵缩 的病机是,D,太阳之脉终绝,少阴之脉终绝,少阳之脉终绝,厥阴之脉终绝,
冲脉为,D,髓海,阴脉之海,气 海,十二经脉之海,
膻中为,C,髓海,阴脉之海,气 海,十二经脉之海,
其经脉“入上齿中，还出挟口， 环唇”的是,A,胃 经,肾经,小 肠 经,心经,
"其经脉分支，既至“目锐眦”,",C,胃 经,肾经,小 肠 经,心经,
手厥阴心包经起于,C,中 焦,胞 中,胸中,手小指端,足大趾端
冲脉起于,B,中 焦,胞 中,胸中,手小指端,足大趾端
连舌本，散舌下的经脉是,C,肝经,肾经,脾经,心经,肺经
经脉上行与督脉会于头顶部的是,A,肝经,肾经,脾经,心经,肺经
足太阳之脉终绝，可见,A,戴眼，反折，瘾疯，绝汗出,耳聋，百节皆纵，目寰绝系,口目动作，善惊妄言,腹胀闭不得息，善噫善呕,中热嗌干，善溺心烦，舌卷 卵缩
足太阴之脉终绝，可见,D,戴眼，反折，瘾疯，绝汗出,耳聋，百节皆纵，目寰绝系,口目动作，善惊妄言,腹胀闭不得息，善噫善呕,中热嗌干，善溺心烦，舌卷 卵缩
经过会阴的经脉是,C,督脉,任脉,二者均是,二者均非,
进入脑的经脉是,A,督脉,任脉,二者均是,二者均非,
"依据《素问 · 刺志论》,能够导 致气虚身热的原因是",D,伤风,伤寒,伤湿,伤暑,
劳力过度对身体的重要损害是,D,伤神,耗血,伤精,耗气,
“皮槁而毛拔”(《素问 · 五脏生成篇》)的原因是,A,多食苦,多食甘,多食辛,多食咸,
风邪伤人，痛无定处，所体现的 是,D,风为阳邪,风性数变,风性开泄,风性善行,
“脉凝泣而变色”(《素问 · 五藏生成篇》)的原因是,A,多 食 咸,多食苦,多食甘,多食辛,
根据《素问 · 调经论》所述，神 不足则,A,容易悲伤,喜哭不休,思虑不详,容易恐惧,
下列各项中，不属于六淫致病特 点的是,A,传染性,季节性,地域性,相兼性,
根据情志致病的理论，可导致二便失禁，遗精滑泄的是,C,思虑过度,愤思不已,恐惧过度,悲伤至极,
易侵犯人体上部和肌腠的外邪是,A,风邪,寒邪,湿邪,燥邪,
根据《素问 · 生气通天论》饮食偏嗜伤及五脏的论述，过于苦 则,B,大骨气劳，短肌,脾气不濡，胃气乃厚,筋脉沮驰，精神乃央,心气喘满，色黑,
易致心神耗伤、脾气郁结的原因 是,A,思虑过度,喜乐过度,恼怒过度,悲伤过度,
根据《素问 · 宣明五气篇》所述，“久行”易伤的是,B,血,筋,骨,肉,多食辛
导致心气涣散不收的病机是,D,悲则气消,恐则气下,惊则气乱,喜则气缓,
导致心无所倚、神无所归、虑无所定的病机是,A,惊则气乱,恐则气下,悲则气消,喜则气缓,
暑邪为病，烦渴、气短、乏力， 是由于,D,暑为阳邪，易损肺气,暑应于心，耗气伤血,暑多挟湿，易困脾气,暑性升散，耗气伤津,
《素问 · 举痛论》所说导致“心 系急，肺布叶举，而上焦不通，营卫不散，热气在中”的是,C,怒则气上,喜则气缓,悲则气消,恐则气下,
导致“心气喘满，色黑，肾气不衡”的因素是,A,味过于甘,味过于苦,悲则气消,味过于咸,
引起“肉胝皱而唇揭”病证的饮食偏嗜是,A,多食酸,多食咸,多食苦,多食甘,
暑邪为病，症见汗多，气短，乏 力，是因为,C,暑性炎热,暑多挟湿,暑性升散,暑扰心神,暑易化火
影响疾病发生、发展与变化的根本原因，主要是,E,禀赋的强弱,邪气的性质,邪气的强弱,受邪的部位,正气的盛衰
急躁易怒主要与下列哪项功能失调有关,D,魂不守舍,髓海空虚,肝血不足,肝升太过,心神失养
“大怒则形气绝，而血菀于上”的病机是,B,肝气上逆,血随气升,气机逆乱,火气上逆,肺气上逆
《三因极一病证方论》认为，七 情内伤先自哪些脏腑郁发,B,心、肺、脾,心、肝、脾,心、肝、肾,心、肺、肝,心、肝、胃
"《内经》所说""味过于辛"",则",E,肝气以津，脾气乃绝,大骨气劳，短肌，心气抑,脾气不濡，胃气乃厚,心气喘满，色黑，肾气不衡,筋脉沮弛，精神乃央
"《素问 · 五脏生成篇》说“多食 咸""可致",A,脉凝泣而变色,皮槁而毛拔,筋急而爪枯,肉胝皱而唇揭,骨痛而发落
把病因区分为“外所因”“内所 因”与“不内外因”的医家是,B,唐 · 王冰,宋 · 陈无择,汉 · 张仲景,晋 · 陶弘景,宋 · 钱乙
暑邪为病而见汗多，气短，乏 力，这是由于,D,暑为阳邪，其性炎热,暑应于心，易扰心神,暑多夹湿，易因脾土,暑性升散，耗气伤津,暑为阳邪，化火伤阴
产 生 “ 薄 厥 ” 的 病 因 ， 多 是,A,大怒,过悲,过喜,大惊,卒恐
"《素问 · 五脏生成篇》说：“多 食辛”,可致",C,脉凝泣而变色,皮槁而毛拔,筋急而爪枯,肉胝皱而唇揭,骨痛而发落
寒邪致病，引发肢体屈伸不利或冷厥不仁，是由于,D,寒为阴邪，易伤阳气,寒客肌表，卫阳被遏,寒性凝滞，痹阻经脉,寒性收引，筋脉挛急,
"“味过于酸”,则",B,大骨气劳，短肌，心气抑,肝气以津，脾气乃绝,"心气喘满，色黑,肾气不衡",脾气不濡，胃气乃厚,筋脉沮弛，精神乃央
血有余则,C,悲,喜,怒,恐,
饮邪停于胃肠者称为,A,痰饮,溢 饮,支饮,悬饮,
六淫邪气中，易阻遏气机的是,D,风邪,寒邪,暑 邪,湿邪,
六淫邪气中，易耗伤津液的是,C,风邪,寒邪,暑 邪,湿邪,
易侵犯头面部的邪气是,B,湿邪,火邪,暑邪,寒 邪,
易侵犯人体下部的邪气是,A,湿邪,火邪,暑邪,寒 邪,
风邪的性质是,D,炎上,干涩,升散,善行,
火邪的性质是,A,炎上,干涩,升散,善行,
火邪的致病特点是,D,重浊,凝 滞,善 行,炎上,
湿邪的致病特点是,A,重浊,凝 滞,善 行,炎上,
燥邪的特性是,D,炎上动血,重浊黏滞,善行数变,干涩伤津,收引凝滞
风邪的特性是,C,炎上动血,重浊黏滞,善行数变,干涩伤津,收引凝滞
疖的产生原因是,C,湿热火毒内蕴,肝火妄动，湿热熏蒸,暑湿阻于肌肤,暴气毒邪，袭于皮肤，传注 经络,寒痰凝滞
疽的产生原因是,E,湿热火毒内蕴,肝火妄动，湿热熏蒸,暑湿阻于肌肤,暴气毒邪，袭于皮肤，传注 经络,寒痰凝滞
疫病发生的原因是,C,四时不正之气,湿雾瘴气,二者均是,二者均非,
六淫邪气形成的原因是,A,四时不正之气,湿雾瘴气,二者均是,二者均非,
脏腑气滞多见于,A,肺、肝、脾、胃,肺、肾、肝、胆,心、肾、肝、胆,心、肝、脾、胃,
"“发汗多，若重发汗者，亡其阳” 《伤寒论》,其病机是",C,津亏气耗,津随气脱,气随津脱,津伤液脱,
下列各项中，不属于“内风”的 是,C,血燥生风,阴虚风动,风中络脉,热极生风,
易发生内燥病态的脏腑是,B,脾、胃、大肠,肺、胃、大肠,肝、肾、小肠,肺、肾、小肠,
肝经风热可见,B,两目干涩,目赤痒痛,目暗昏花,目斜上视,
多出现气逆病变的脏腑是,B,肺、脾、胃,肝、胃、肺,肺、脾、胆,胃、肝、心,
脾脏功能失常的病理变化中，易 致脾阳不振的是,C,脾阴亏损,胃阴不足,脾气虚弱,胃气不足,
阴寒极盛，阳气浮越于外所反映 的是,D,阴阳偏盛,阴阳亡失,阴阳互损,阴阳格拒,
湿浊内生的主要原因是,C,肾失气化,肺失宣肃,脾失运化,肝失疏泄,
因实邪结聚，气血不能外达的病 机是,D,由实转虚,虚实夹杂,真虚假实,真实假虚,
《临证指南医案》所谓“阳气之 变动”指的是,A,风气内动,气机逆乱,火热内生,暑热扰神,
真虚假实中假象出现的机理是,D,脏腑机能虚损，水液内停,脏腑气血失调，功能障碍,脏腑阴阳失调，功能失常,脏腑气血不足，运化无力,
导致孔窍干涩的病机是,C,火热内生,暑热伤津,津伤化燥,风气内盛,
《临证指南医案》指出“内风” 的机理是、,C,气机之逆乱,阴血之不足,阳气之变动,筋脉之失养,
两目干涩，视物昏花，甚则夜 盲，多因,E,肝气上逆,肝火上炎,肝阳上亢,肝风上扰,肝血不足
实邪结聚，阻滞经络，气血不能 外达的病机是,D,由实转虚,虚实夹杂,真虚假实,真实假虚,因虚致实
与未老先衰，头发枯萎、早脱、 早白密切相关的病机是,B,肝血不足,肾精亏损,肺气虚衰,肾气不固,脾虚不运
“虚”的主要病机是,A,正气不足,功能减退,抗病能力下降,气血亏虚,津液亏耗
阴损及阳的病机主要是指,E,阴虚不足，虚阳上越,外感阴寒之邪，伤及阳气,阴液亏损，虚热内生,阴寒雍盛，阳气浮越于外,阴液亏损，累及阳气化生 不足
久病卧床不起，周身疼痛，多由 于,C,寒邪凝滞经络,湿热疫毒，阻滞气血,气血亏虚，经脉失养,气滞血瘀，经脉不和,风湿损伤营卫
气逆的病理表现，下列哪项不确 切,D,嗳气、呃逆,头胀痛，甚则昏厥,咳逆气喘,眩晕耳鸣如蝉,面红目赤易怒
易于出现阴虚阳亢(火旺)病 理变化的脏腑是,D,肺、脾、肾,心、脾、肾,脾、肝、肾,心、肝、肾,肺、脾、肝
由于实邪结聚，阻滞经络，导致 气血不能外达，属于,E,由实转虚,虚实夹杂,真虚假实,因虚致实,真实假虚
阳损及阴的病机，主要指,D,阳气虚损，气化不利，水湿 积聚,外感温热阳邪，伤及阴液,阳虚不能制阴，阴寒内盛,阳气虚损，阴液化生不足,阳热遏伏，拒阴于外
未老先衰，头发枯萎，早脱、早 白的病机是,B,肝 失 疏 泄,肾精不足,肾气不固,脾虚不运,肺气虚衰
“寒从中生”的主要机制，是由 于,D,肺气不足，寒饮内停,胸阳不振，阴寒内盛,恣食生冷，寒从中生,脾肾阳虚，阴寒内生,痰湿内阻，从阴化寒
“实”的病机最根本的是,A,邪气亢盛,脏腑功能亢盛,气血郁滞,水液停积,痰浊壅阻
患者突然冷汗淋漓，四肢厥逆， 其病机是,C,气 陷,气闭,气 脱,气 亡,
阳损及阴是指,B,阳气亢盛，损伤阴精,阳气虚损，阴气无以化生， 导致阴阳两虚,阳气虚衰，阴气相对偏盛,阳盛至极，热盛于内，排斥 阴气于外,
阳盛格阴是指,D,阳气亢盛，损伤阴精,阳气虚损，阴气无以化生， 导致阴阳两虚,阳气虚衰，阴气相对偏盛,阳盛至极，热盛于内，排斥 阴气于外,
导致肢体麻木不仁，筋肉跳动的 病机是,B,热极生风,血虚生风,阴虚风动,肝阳化风,
导致肢体麻木震颤，眩晕欲仆的 病机是,D,热极生风,血虚生风,阴虚风动,肝阳化风,
阴盛格阳者治宜,D,以热治寒,以寒治热,以寒治寒,以热治热,
阴寒内盛者治宜,A,以热治寒,以寒治热,以寒治寒,以热治热,
情志不遂，气郁日久易致,A,肝火上炎,肝不藏血,肝阳上亢,肝血不足,
房室劳倦，肾阴耗伤易致,C,肝火上炎,肝不藏血,肝阳上亢,肝血不足,
症见筋挛肉睏、手足蠕动，其病 机是,C,肝阳化风,热极生风,阴虚风动,血虚生风,
症见肢麻不仁、甚则手足拘挛不 伸，其病机是,D,肝阳化风,热极生风,阴虚风动,血虚生风,
症见五心烦热、神志不宁，其病 机是,A,心阴不足,心血亏损,肝阴不足,肝血亏虚,
症见肢麻不仁、眩晕、目花干,D,心阴不足,心血亏损,肝阴不足,肝血亏虚,
气滞的病机是,B,元气耗损，脏腑功能衰退,气机不畅，脏腑经络功能 障碍,气机失常，脏腑之气逆上,气虚升举无力，脏腑位置 下移,
气陷的病机是,D,元气耗损，脏腑功能衰退,气机不畅，脏腑经络功能 障碍,气机失常，脏腑之气逆上,气虚升举无力，脏腑位置 下移,
血燥生风的病因是,B,生血不足或失血过多,久病耗血或年老精亏,产后恶露日久不净,热病后期，阴津亏损,水不涵木，浮阳不潜
阴虚风动的病因是,D,生血不足或失血过多,久病耗血或年老精亏,产后恶露日久不净,热病后期，阴津亏损,水不涵木，浮阳不潜
形成瘀血的原因是,C,气 虚,血热,二者均是,二者均非,
形成出血的病机是,C,气 虚,血热,二者均是,二者均非,
温热病过程中，邪热里结，阴液大伤，应选用的治则是,D,治本,治标,先治标后治本,标本兼治,
“益火之源，以消阴翳”属于,C,阴中求阳,阳病治阴,阴病治阳,阳中求阴,
治未病强调“法于阴阳”的含义 是,D,养 性 调 神,护肾保精,体魄锻炼,顺应自然,
"""壮水之主，以制阳光""属于",A,阳病治阴,阴病治阳,阳中求阴,阴中求阳,
阴虚之体，慎用温热之剂属于,D,热者寒之,用热远热,阴中求阳,因人制宜,
热病见寒的治则是,D,逆 治,扶 正,治 标,从 治,
见肝之病，知肝传脾，当先实脾属于,A,先安未受邪之地,早期诊治,扶正祛邪,未病先防,
病人正虚邪实而又不耐攻伐时， 其治疗原则是,D,扶助正气,祛除邪气,攻补兼施,先补后攻,
“法于阴阳，和于术数”属于,B,顺应气机的调养原则,顺应自然的调养原则,顺应情志的调养原则,顺应体质的调养原则,
脾虚运化无力而致脘腹胀满者， 治宜,A,以补开塞,攻补兼施,消食导滞,以通为主,
温热病伤及胃阴后，在甘寒养胃 方药中加入咸寒滋肾之品，意在,B,提高机体的抗邪能力,先安未受邪之地,早期治疗,未病先防,
阳病治阴的具体应用是,C,善补阳者，必于阴中求阳,善补阴者，必于阳中求阴,壮水之主，以制阳光,益火之源，以消阴翳,
阴病治阳的具体应用是,B,诸寒之而热者，应壮水之主,诸热之而寒者，应益火之源,虚则补之,寒者热之,
