Question,A,B,C,D,E,answer,,,
有无虚热是下列哪组证候的鉴别要点：(    ),肾阴虚证与肺肾阴虚证,肾阴虚证与肝肾阴虚证,肾阴虚证与心肾不交证,肾阴虚证与肾精不足证,肾阴虚证与心阴虚证,B,,诊断学,单选
有形实邪闭阻气机所致的疼痛，其疼痛性质是,胀痛,灼痛,冷痛,绞痛,隐痛,D,,诊断学,单选
右少腹剧痛拒按，弹痛或按之有包块者，最宜诊为,肠痈,虫积,疝气,宿粪,石瘕,A,,诊断学,单选
右少腹作痛拒按，或出现反跳痛的临床意义是,水鼓,气鼓,虚积,肠痈,虫积,D,,诊断学,单选
右胁下肿块，表面平而质硬，压痛不明显，多属,肝郁,肝虚,肝积,肝癌,疟母,C,,诊断学,单选
瘀石虫痰等阻塞所致之“气闭”，最突出的表现是：（      ）,肢厥脉弦,胀闷不舒,绞痛阵作,患处胀痛,神识不清,B,,诊断学,单选
瘀血内阻证，诊尺肤可见,温润而滑爽,尺肤部热甚,皮肤凉而不温,按之凹而不起,粗糙如鱼鳞,E,,诊断学,单选
瘀血证可见：（    ）,口渴喜饮,渴喜热饮,渴不欲饮,渴不多饮,但欲漱水不欲咽,E,,诊断学,单选
瘀阻胞宫导致的腹痛是,少腹冷痛，牵引阴部,小腹刺痛，经血紫暗,小腹胀痛，尿频灼痛,大腹隐痛，喜温喜按,胁胀腹痛，泻后痛减,B,,诊断学,单选
瘀阻脑络证的头痛特点是,颠顶冷痛,绵绵隐痛,痛如锥刺,胀痛时作,头脑空痛,C,,诊断学,单选
瘀阻脑络证的头痛特点是：(    ),冷痛,绵绵而痛,胀痛,刺痛,空痛,C,,诊断学,单选
与籍贯或居住地域关系最为密切的疾病是,麻疹,癃闭,疟疾,中风,丹毒,C,,诊断学,单选
与气虚兼并的虚证，下列哪项少见,气血两虚,阳气亏虚,气虚阳浮,津气亏虚,气阴两虚,C,,诊断学,单选
与生活接触最有关的疾病是,失眠,肺痈,哮病,肺痨,崩漏,D,,诊断学,单选
与虚喘发作关系密切的脏腑是：（    ）,肺脾,肺肾,心肺,脾肾,肝肺,B,,诊断学,单选
与血缘关系最密切的疾病是,失眠,肺痈,哮病,肺痨,崩漏,C,,诊断学,单选
语声重浊多为,外感风热,外感风寒,热邪壅肺,寒邪客肺,痰热壅肺,B,,诊断学,单选
语无伦次而精神错乱，狂躁妄为，属于：（    ）,谵语,独语,狂言,错语,郑声,C,,诊断学,单选
语言粗鲁，狂妄叫骂，哭笑无常者属,心气不足,心神大伤,痰浊闭窍,痰火扰心,,D,,诊断学,单选
"语言低微,气短不续，欲言不能复言者，属于：（    ）",少气,短气,上气,夺气,以上都不是,D,,诊断学,单选
语言异常与何脏关系最为密切,心,肝,脾,肾,肺,A,,诊断学,单选
郁热病人可见,呕吐物清稀无味,呕吐物秽浊酸臭,呕吐酸腐不化食物,呕吐黄绿色苦水,呕吐清水或痰涎,D,,诊断学,单选
育龄期妇女停经，却“身有病而无邪脉”，病情资料的属性是,—般性资料,特异性资料,否定性资料,必要性资料,偶见性资料,C,,诊断学,单选
欲察疾病之寒热性质，首察：(    ),三关部位,络脉形状,络脉色泽,络脉浮沉,以上都不是,C,,诊断学,单选
原高热，咳嗽，气喘，喉间痰壅，现已不发热，面色青灰，四肢厥冷，脉微。此为,寒热错杂,寒证化热,表里同病,虚实夹杂,热证转寒,E,,诊断学,单选
原高热烦渴，脉洪大，现面色苍白，冷汗淋漓，脉微肢厥。证属,真热假寒,真寒假热,热证转寒,真实假虚,真虚假实,C,,诊断学,单选
月经后期，量少色淡是：（    ）,气虚,血虚,血瘀,肝郁,寒凝,B,,诊断学,单选
月经量少，经色紫暗的原因是,气滞,血瘀,血虚,血热,痰湿,B,,诊断学,单选
月经先期，量多色淡是：（    ）,气虚,血虚,血瘀,肝郁,寒凝,A,,诊断学,单选
月经先期的临床意义是,血海空虚,阴寒凝滞,瘀血阻滞,肝郁化热,阳气盛衰,D,,诊断学,单选
在“望色十法”中，“散”是指,面色浮显,面色清明,面色深浓,面色疏散,面色润泽,D,,诊断学,单选
在“望色十法”中，面色由夭转泽，说明,病邪自里出表,病变由阴转阳,病变由实转虚,病虽久，邪将解,病变由重转轻,E,,诊断学,单选
在《灵枢·五色》中，“庭”是指,额,眉间,鼻,颊侧,耳门,A,,诊断学,单选
在《灵枢·五色》中，鼻柱候：(    ),肺,心,脾,肝,肾,D,,诊断学,单选
在《灵枢·五色》中，藩是指：(    ),前额,眉间,下颏,耳门,颊侧,E,,诊断学,单选
在《素问·刺热》中，左颊候,肺,心,脾,肝,肾,D,,诊断学,单选
在《素问·刺热篇》中，右颊候：(    ),心,肝,肺,脾,肾,C,,诊断学,单选
在二十八脉中，具备沉实大弦长形象特点的脉是：（    ）,革脉,紧脉,芤脉,伏脉,牢脉,E,,诊断学,单选
在肝郁脾虚证的辨证中最有诊断意义的是,腹痛欲泻，泻后痛减,大便稀溏，肠鸣矢气,胸胁胀痛，腹泻便溏,情志抑郁，时时太息,舌苔薄白，脉弦或缓,C,,诊断学,单选
在六经病变中凡两经或三经的证候同时出现者属,并病,合病,直中,顺传,逆转,B,,诊断学,单选
在六经传变中，少阳病转变为厥阴病，称为,合病,表里传,循经传,直中,越经传,B,,诊断学,单选
在脉象指感上与滑脉相反的脉象是,迟脉,缓脉,结脉,涩脉,沉脉,D,,诊断学,单选
在肾阴虚证的辨证中最有诊断意义的是：(    ),午后颧红,遗精潮热,眩晕健忘,五心烦热,舌红无苔,B,,诊断学,单选
在五色主病中，不属青色主病的是,寒证,湿证,疼痛,血瘀,惊风,B,,诊断学,单选
脏腑虚衰，气血不足，运化无力，致腹部胀满，呼吸喘促，二便闭塞等。此为,真寒假热,真热假寒,真实假虚,真虚假实,不虚不实,D,,诊断学,单选
脏腑在舌面上的划分，舌中部候：(    ),心肺,脾胃,肝胆,肾,三焦,B,,诊断学,单选
燥热伤津可以出现：（    ）,口涩,口苦,口酸,口甜,口黏腻,B,,诊断学,单选
燥苔常见于,外感风寒,气血亏虚,湿热蕴结,津液不足,食滞内停,D,,诊断学,单选
燥邪犯肺证中不容易见到的症状是,咳痰带血,痰黏难咯,两颧潮红,唇咽干燥,恶寒发热,C,,诊断学,单选
燥邪犯肺证中不容易见到的症状是：(    ),两颧潮红,咳痰带血,痰黏难咯,唇咽干燥,恶寒发热,A,,诊断学,单选
谵语的病机是,热扰心神,痰蒙心窍,心气大伤,阴血亏虚,,A,,诊断学,单选
谵语的病机是：（    ）,热扰心神,痰蒙心窍,心气大伤,阴血亏虚,,A,,诊断学,单选
谵语的常见病机是,心气大伤,热扰心神,心气不足,痰蒙心神,心血不足,B,,诊断学,单选
战汗产生的机理是,邪胜正衰,正邪剧争,正胜邪退,正邪俱衰,寒邪袭表,B,,诊断学,单选
战汗后汗出热退，脉静身凉的临床意义是,气虚阳虚,邪正俱衰,邪正俱盛,邪去正复,邪盛正衰,D,,诊断学,单选
战汗后身热不退，烦躁不安，脉来急疾的临床意义是,气虚阳虚,邪正俱衰,邪正俱盛,邪去正复,邪盛正衰,E,,诊断学,单选
张仲景对八纲辨证的贡献是,提出了八纲辨证的名称,对八纲有散在性的论述,具体运用八纲进行辨证,奠定八纲辨证的理论,将八纲作为辨证的纲领,C,,诊断学,单选
张仲景首创：（    ）,三焦辨证,经络辨证,卫气营血辨证,六经辨证,八纲辨证,D,,诊断学,单选
长脉与大脉为：（    ）,在部位上有浮与沉的不同,在气势上有力与无力的不同,同两者都有关,同两者都无关,,D,,诊断学,单选
长期咳喘，咯痰白稠，神疲乏力，食少，口淡不渴，舌淡胖，苔白腻，脉弱。此为,寒热错杂,寒证化热,表里同病,虚实夹杂,热证转寒,D,,诊断学,单选
长期咳喘，痰多色白，张口抬肩，不能平卧，浮肿尿少，心,虚实并重证,真实假虚证,虚中夹实证,真虚假实证,实中夹虚证,E,,诊断学,单选
针对“证”进行治疗的是,止咳平喘,固精止遗,消积化疳,补气养血,接骨续筋,D,,诊断学,单选
真寒假热的临床表现是,疫毒痢初期，高热烦渴，舌红脉数，急骤出现四肢厥冷、面色苍白,咳嗽吐痰，息粗而喘，苔腻脉滑，久之气短而喘、声低懒言,初为关节冷痛、重着，病久见患处红肿灼痛,自觉发热、欲脱衣揭被，下肢厥冷，面色浮红如妆,神识昏沉，四肢厥冷，胸腹灼热，口鼻气灼，舌红苔黄,D,,诊断学,单选
真热假寒证的特点为,肌肤灼热，体温升高,肌肤寒冷，体温偏低,皮肤无汗而有灼热感,身灼热而手足厥冷,汗出如油，肌肤尚温,D,,诊断学,单选
真心痛的疼痛特征是,胸痛剧烈，持续不解,胸痛，咳吐脓血腥臭痰,胸痛咳喘，痰白易咯,干咳胸痛，潮热盗汗,心胸憋闷疼痛，时作时止,A,,诊断学,单选
诊察大便时，下列哪项一般不会用到,嗅其气味,问其感觉,触其质地,望其颜色,察其形质,C,,诊断学,单选
诊察小儿食指三关部位，可知：(    ),病之表里,病之虚实,轻重预后,病之性质,脏腑部位,C,,诊断学,单选
诊断的内容不包括哪项,检查病人,询问病情,分析病机,病证诊断,选择治法,E,,诊断学,单选
诊断寒滞肝脉证的主要依据是：(    ),头晕目眩，胸胁胀闷,少腹，前阴  巅顶冷痛,形寒肢冷，舌苔薄白,阴囊湿疹，外阴瘙痒,脘腹冷痛，得温则减,B,,诊断学,单选
"诊断为正常舌象,哪一项是错误的：",舌质淡红,舌苔薄白,舌体活动灵活,舌体柔软,舌质娇嫩,E,,诊断学,单选
诊断心阳虚脱证最有意义的症状是：(    ),冷汗肢厥,舌质淡胖,面色淡白,心胸闷痛,心悸怔忡,A,,诊断学,单选
诊脉时三指平齐，略呈弓形倾斜，与受试者体表角度约呈,30°,45°,60°,75°,90°,B,,诊断学,单选
阵发性腹痛，有条索状包块聚散不定，或按之手下如蚯蚓蠕动者，最宜诊为,肠痈,食积,癥瘕,虫积,疝气,D,,诊断学,单选
蒸蒸汗出且高热口渴者属于,战汗,绝汗,自汗,大汗,盗汗,D,,诊断学,单选
正式提出“八纲”名称的著作是：（         ）,《黄帝内经》,《伤寒正脉》,《伤寒质难》,《景岳全书》,《伤寒六书》,C,,诊断学,单选
证候真假的“假”是指：（         ）,病人提供假情况,属于疾病现象,临床不常见的症,新病标病症状,与病理本质不符的症,E,,诊断学,单选
证候真假的所谓“真”，最主要是指：（         ）,病人真实的临床表现,临床上常见的证候,与病理本质相符的症,本病或者久病之症,病人的病情完全真实,C,,诊断学,单选
证见身热夜甚，烦躁不眠，舌红绛，脉细数，月经先期量多，此证为：（      ）,阴虚证,瘀热搏结证,血热证,湿热证,气虚发热证,C,,诊断学,单选
证见心悸，兼有失眠多梦，头晕眼花，舌淡脉细，诊断为：(    ),心阴虚证,心火亢盛证,心血虚证,心肾不交证,痰火扰神证,C,,诊断学,单选
"证见形寒肢冷,心悸怔忡,唇甲青紫,舌苔白滑,脉沉微,属：",脾肾阳虚,心阳虚,脾阳虚,肾阳虚,心肾阳虚,E,,诊断学,单选
证名必须具备的要素是,病位,病因病性,病势,病情,病本,B,,诊断学,单选
"症见喘促日久,心悸怔忡,动则喘咳,气不接续,胸闷如窒,不能平卧,痰多而粘,或心烦不寐,唇甲紫绀。舌紫或舌红,少苔,脉微疾或结代。证属：",风寒袭肺,水气凌心,痰湿阻肺,肺脾两虚,肺肾两虚,C,,诊断学,单选
"症见喘咳胸闷,痰多易咯,痰粘或咯吐不爽,胸中窒闷,口腻,脘痞腹胀。舌淡,舌苔白腻,脉弦滑。证属：",风寒袭肺,风热犯肺,痰湿蕴肺,肺脾两虚,肺肾两虚,C,,诊断学,单选
"症见气喘息涌,痰多呈泡沫状,胸满不能平卧,肢体浮肿,心悸怔仲,尿少肢冷，舌苔白滑, 脉弦细数。证属：",风寒袭肺,水气凌心,痰湿阻肺,肺脾两虚,肺肾两虚,B,,诊断学,单选
症见身倦乏力，少气自汗，腹痛拒按，舌暗且有瘀斑为：（      ）,气滞血瘀证,血瘀兼血虚证,气虚血瘀证,气血两虚证,以上都不是,C,,诊断学,单选
"症见胃脘胀痛,痞闷厌食,嗳腐吞酸或呕吐不消化食物,吐后痛缓,肠鸣矢气,泻下不爽, 臭如败卵，舌苔厚腻,脉滑或实。证属：",寒邪犯胃,肝胃气滞,胃热炽盛,脾胃不和,食滞胃肠,E,,诊断学,单选
"症见胃脘灼痛或痞满胀痛,嘈杂吐酸,心烦口渴,口苦口臭,牙龈肿痛,尿黄。舌红,舌苔黄 腻,脉数。证属：",肝胃气滞,胃热炽盛,食滞胃肠,脾胃不和,以上都不是,B,,诊断学,单选
"症见五心烦热,潮热盗汗,失眠多梦,健忘耳鸣,遗精腰酸,舌红苔少,脉细数,属：",肝肾阴虚,肾阴虚证,心阴虚证,心肾不交,心火亢盛,B,,诊断学,单选
"症见心悸不安,失眠健忘,头晕乏力,气短易汗,纳少胸闷，舌淡红,舌苔薄白, 脉细弱。证属：",心肾不交,心胆气虚,心脾两虚,心血瘀阻,心阳亏虚,C,,诊断学,单选
"症见胸闷气短,遇寒则痛,心痛彻背,形寒肢冷,动则气喘,心悸汗出,不能平卧,腰酸乏力,面浮足肿，舌淡胖,舌苔薄白,脉沉细。证属：",寒滞心脉,心血瘀阻,心肾阳虚,心肾阴虚,心气亏虚,C,,诊断学,单选
"症见胸胁胀闷,走窜疼痛,性情急躁,胁下痞块,刺痛拒按,舌紫暗,脉涩。证属：",气滞血瘀,气虚血瘀,肝经血瘀,肝气郁结,瘀血阻络,A,,诊断学,单选
肢体浮肿，小便短少，畏冷肢凉，面色淡白，脉沉迟无力。此为,表实寒证,表实热证,里实寒证,里虚寒证,里虚热证,D,,诊断学,单选
指出下列哪个病证与籍贯所处地域有关：（    ）,麻疹,疟疾,中风,月经不调,眩晕,B,,诊断学,单选
中风或中风先兆可见,痿软舌,胖大舌,歪斜舌,短缩舌,吐弄舌,C,,诊断学,单选
中焦病证的病位是在,肺与大肠,肝胆脾胃,肺与心包,脾与胃,肝与肾,D,,诊断学,单选
中医诊断学的三大原则是：（    ）,整体审察 诸诊合参病证结合,舍症从脉舍脉从症 脉症合参,辨证求因 审因论治依法处方,证候真假证候错杂 四诊合参,表里出入 寒热转化虚实转化,A,,诊断学,单选
中医诊断学中辨证的基本纲领是,八纲辨证,脏腑辨证,病因辨证,气血津液辨证,经络辨证,A,,诊断学,单选
重痛的特点是,胀闷疼痛,灼热疼痛,牵扯样痛,沉重而痛,胀痛,D,,诊断学,单选
诸病有声，鼓之如鼓，皆属于：（    ）,寒,热,火,湿,痰,B,,诊断学,单选
主气血两亏的舌色是：(    ),降舌,淡红舌,紫舌,淡白舌,红舌,D,,诊断学,单选
主热而不主寒的舌苔是：(    ),白苔,黄苔,腻苔,灰黑苔,积粉苔,E,,诊断学,单选
住院病历的“首次病程记录”完成时间是患者入院后,24小时完成,出院前完成,8小时内,12小时完成,48小时内,C,,诊断学,单选
住院病历婚育史没有包含的内容是,怀孕情况,产育情况,月经情况,配偶情况,子女健康状况,E,,诊断学,单选
壮热的病机为(    ),里热亢盛,湿遏热伏,阴虚阳亢,虚阳浮越,气虚,A,,诊断学,单选
壮热烦躁，面红目赤，腹胀满疼痛拒按，尿赤便秘，舌红苔黄，脉滑数实。证属,里实证,里热证,里实热证,真热假寒证,真寒假热证,C,,诊断学,单选
壮热汗出口大渴，头痛，微恶风寒，尿黄便结，舌红苔黄，脉洪数。此为,表里实热证,表实寒里虚寒证,表寒里热证,表热里寒证,表实寒里虚热证,A,,诊断学,单选
壮热口渴，咳喘气粗，鼻翼扇动，尿短赤，舌红苔黄，脉数者，应诊断为,痰热蕴肺证,燥邪犯肺证,肺热炽盛证,风热犯肺证,痰湿阻肺证,C,,诊断学,单选
紫舌常见于,气滞,血瘀,血虚,阴虚,阳虚,B,,诊断学,单选
紫舌的主病是：(    ),气滞,血瘀,痰凝,津亏,中毒,B,,诊断学,单选
自汗、盗汗并见，常见于,阴虚证,阳虚证,血虚证,气阴两虚证,气虚,D,,诊断学,单选
自汗的特点是,大汗淋漓,半身汗出,战栗汗出,睡时汗出,日间汗出,E,,诊断学,单选
自汗多因(    ),阴虚内热,气虚卫阳不固,邪正相争,阳气暴脱,血虚,B,,诊断学,单选
自言自语，喃喃不休，见人语止，首尾不续，属于,郑声,独语,谵语,狂言,错语,B,,诊断学,单选
自言自语，喃喃不止，见人则止，首尾不续者，称,郑声,谵语,独语,错语,狂言,C,,诊断学,单选
最常见的“外湿”表现是：（      ）,恶寒微有发热,皮肤渗液瘙痒,肢体困重酸痛,脘腹痞胀不舒,舌淡胖苔白滑,C,,诊断学,单选
最能辨别虚实真假的是,脉沉取之有力无力,舌质的苍老与嫩胖,病程的新久或长短,整个体质的壮和弱,二便的通利和闭塞,A,,诊断学,单选
最能体现表证特征的是,但发热不恶寒,但恶寒不发热,寒战而有高热,恶寒发热并见,发热盗汗，舌红,D,,诊断学,单选
